Título da classe de terceiro nível / quarto nível;Código;Termo
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Subsídio à produção artística (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Subsídio à produção audiovisual (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Subsídio à produção cinematográfica (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Subsídio à produção de espetáculo (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Subsídio à produção teatral (controlo de informação financeira)
Formalização de candidaturas a ajudas diretas;850.10.005;Ajuda direta, candidaturas a 
Formalização de candidaturas a ajudas diretas;850.10.005;Candidatura a ajuda direta
Atribuição de prémios;850.10.500;Atribuição de prémio de reconhecimento
Atribuição de prémios;850.10.500;Bolsa de excelência, atribuição de
Atribuição de prémios;850.10.500;Bolsa de mérito, atribuição de 
Atribuição de prémios;850.10.500;Mérito cultural, atribuição de prémio por 
Atribuição de prémios;850.10.500;Mérito educativo 
Atribuição de prémios;850.10.500;Prémio cartoon 
Atribuição de prémios;850.10.500;Prémio ciência da informação 
Atribuição de prémios;850.10.500;Prémio da Defesa Nacional e Ambiente 
Atribuição de prémios;850.10.500;Prémio de arquitetura 
Atribuição de prémios;850.10.500;Prémio de azulejaria 
Atribuição de prémios;850.10.500;Prémio de banda desenhada 
Atribuição de prémios;850.10.500;Prémio de boas práticas 
Atribuição de prémios;850.10.500;Prémio de caricatura 
Atribuição de prémios;850.10.500;Prémio de cartazes 
Atribuição de prémios;850.10.500;Prémio de design 
Atribuição de prémios;850.10.500;Prémio de escrita 
Atribuição de prémios;850.10.500;Prémio de escultura 
Atribuição de prémios;850.10.500;Prémio de fotografia 
Atribuição de prémios;850.10.500;Prémio de ilustração 
Atribuição de prémios;850.10.500;Prémio de interiores do espaço público 
Atribuição de prémios;850.10.500;Prémio de investigação 
Atribuição de prémios;850.10.500;Prémio de jornalismo 
Atribuição de prémios;850.10.500;Prémio de leitura 
Atribuição de prémios;850.10.500;Prémio de literatura 
Atribuição de prémios;850.10.500;Prémio de música 
Atribuição de prémios;850.10.500;Prémio de pintura 
Atribuição de prémios;850.10.500;Prémio de rádio 
Atribuição de prémios;850.10.500;Prémio de teatro 
Atribuição de prémios;850.10.500;Prémio de vídeo 
Atribuição de prémios;850.10.500;Prémio municipal 
Atribuição de prémios;850.10.500;Prémio pecuniário 
Atribuição de patrocínios;850.10.600;Apoio financeiro, atribuição de
Atribuição de patrocínios;850.10.600;Apoio material 
Atribuição de patrocínios;850.10.600;Atribuição de patrocínio
Atribuição de patrocínios;850.10.600;Contrato de patrocínio 
Atribuição de patrocínios;850.10.600;Patrocínio cultural, atribuição de 
Atribuição de patrocínios;850.10.600;Patrocínio desportivo, atribuição de 
Atribuição de patrocínios;850.10.600;Patrocínio institucional, atribuição de 
Atribuição de patrocínios;850.10.600;Patrocínio promocional, atribuição de 
Atribuição de patrocínios;850.10.600;Promoção de marca, atribuição de 
Atribuição de patrocínios;850.10.600;Promoção de serviço 
Captação e aplicação de apoios mecenáticos;850.10.601;Ambiente, apoio mecenático na área do 
Captação e aplicação de apoios mecenáticos;850.10.601;Apoio mecenático 
Captação e aplicação de apoios mecenáticos;850.10.601;Apoio social, recolha de donativos para
Captação e aplicação de apoios mecenáticos;850.10.601;Ciência, apoio mecenático na área da 
Captação e aplicação de apoios mecenáticos;850.10.601;Cinema, apoio mecenático na área do
"Captação e aplicação de apoios mecenáticos
";850.10.601;Cultura, apoio mecenático a projetos na área da
Captação e aplicação de apoios mecenáticos;850.10.601;Desporto, apoio mecenático na área do
Captação e aplicação de apoios mecenáticos;850.10.601;Donativo, recolha e gestão de 
Captação e aplicação de apoios mecenáticos;850.10.601;Educação, apoio mecenático na
Captação e aplicação de apoios mecenáticos;850.10.601;Estatuto do Mecenato 
"Captação e aplicação de apoios mecenáticos
";850.10.601;Fundos da União Europeia 
Captação e aplicação de apoios mecenáticos;850.10.601;Mecenato cultural 
Captação e aplicação de apoios mecenáticos;850.10.601;Mecenato social 
Atribuição de bonificações;850.30.001;Atribuição de bonificação concedida pelo PAECPE - Programa de Apoio ao Empreendedorismo e à Criação do Próprio Emprego
Atribuição de bonificações;850.30.001;Bonificação, atribuição de
Atribuição de bonificações;850.30.001;Crédito bonificado 
Atribuição de bonificações;850.30.001;Linha de crédito 
Atribuição de bonificações;850.30.001;PAECPE - Programa de Apoio ao Empreendedorismo e à Criação do Próprio Emprego, atribuição de bonificação pelo 
Processamento de benefícios e incentivos contratuais ao investimento;850.30.002;Agricultura, incentivo ao investimento na
Processamento de benefícios e incentivos contratuais ao investimento;850.30.002;Benefício fiscal contratual 
Processamento de benefícios e incentivos contratuais ao investimento;850.30.002;Incentivo fiscal contratual 
Processamento de benefícios e incentivos contratuais ao investimento;850.30.002;Investimento 
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Competitividade 
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Economia, processamento de incentivo ao investimento na
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Incentivo financeiro
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Inovação 
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Investigação científica, incentivo à 
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Literatura, incentivo contratual ao investimento na
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Modernização, benefício ou incentivo contratual à
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Pesca 
Processamento de benefícios e incentivos contratuais ao investimento;"850.30.002

";Qualificação 
Gestão de suspensões e de contingentes pautais;850.30.003;Contingente pautal
Gestão de suspensões e de contingentes pautais;850.30.003;Divulgação de imposições nacionais 
Gestão de suspensões e de contingentes pautais;850.30.003;Suspensão pautal
Processamento de isenção de direitos em regime específico de abastecimento nas regiões ultraperiféricas;850.30.004;Isenção de direitos em regime específico 
Processamento de isenção de direitos em regime específico de abastecimento nas regiões ultraperiféricas;850.30.004;REA - Regime Específico de Abastecimento 
Processamento de isenção de direitos em regime específico de abastecimento nas regiões ultraperiféricas;850.30.004;Região ultraperiférica 
Controlo de bonificações;850.30.500;Bonificação, controlo de
