Ano do diploma;Tipo de diploma;N.º do diploma;Data do diploma;Título / âmbito do diploma;Link;;
2014;DL;73/2014;13 de maio;Aprova um conjunto de medidas de simplificação e modernização administrativa, procedendo à primeira alteração ao Decreto-Lei n.º 4/97, de 9 de janeiro e à terceira alteração ao Decreto-Lei n.º 135/99, de 22 de abril;https://dre.pt/application/file/25343790;;
2014;DL;79/2014;14 de maio;Aprova o regime jurídico da habilitação profissional para a docência na educação pré-escolar e nos ensinos básico e secundário;https://dre.pt/application/file/25344968;;
2014;DL;92/2014;20 de junho;Estabelece o regime jurídico das escolas profissionais privadas e públicas, no âmbito do ensino não superior;https://dre.pt/application/file/25677135;;
2014;DL;89/2014;11 de julho;Aprova o Regulamento do Espetáculo Tauromáquico;https://dre.pt/application/file/25677084;;
2014;DL;128/2014;29 de agosto;Aprova o regime jurídico da exploração dos estabelecimentos de alojamento local;https://dre.pt/application/file/56384665;;
2014;DL;162/2014;31 de outubro;Aprova um novo Código Fiscal do Investimento e procede à revisão dos regimes de benefícios fiscais ao investimento produtivo, e respetiva regulamentação.;https://dre.pt/application/file/58660557;;
2014;DL;136/2014;9 de setembro;Procede à décima terceira alteração ao Decreto-Lei n.º 555/99, de 16 de dezembro, que estabelece o regime jurídico da urbanização e edificação;https://dre.pt/application/file/56501780;;
2014;DL;137/2014;12 de setembro;Presidência do Conselho de Ministros - Estabelece o modelo de governação dos fundos europeus estruturais e de investimento para o período de 2014-2020;https://dre.pt/application/file/56747578;;
2014;DL;141/2014;19 de setembro;Procede à sexta alteração ao Decreto-Lei n.º 193/95, de 28 de julho, que estabelece os princípios e normas a que deve obedecer a produção cartográfica no território nacional;https://dre.pt/application/file/57119577;;
2014;DL;143/2014;26 de setembro;Aprova o Regulamento de Registo de Obras Literárias e Artísticas;https://dre.pt/application/file/57531577;;
2014;DL;159/2014;27 de outubro;Estabelece as regras gerais de aplicação dos Programas Operacionais e dos Programas de Desenvolvimento Rural financiados pelos Fundos Europeus Estruturais e de Investimento, para o período de programação 2014-2020;https://dre.pt/application/file/58605828;;
2014;DL;164/2014;4 de novembro;Aprova o Regulamento de Trabalhos Arqueológicos;https://dre.pt/application/file/58728832;;
2014;DL;165/2014;5 de novembro;No uso da autorização legislativa concedida pela Lei n.º 45/2014, de 16 de julho, estabelece, com caráter extraordinário, o regime de regularização e de alteração e ou ampliação de estabelecimentos e explorações de atividades industriais, pecuárias, de operações de gestão de resíduos e de explorações de pedreiras incompatíveis com instrumentos de gestão territorial e ou condicionantes ao uso do solo;https://dre.pt/application/file/58752648;;
2014;DL;172-A/2013;14 de novembro;Procede à quinta alteração ao Decreto-Lei n.º 119/83, de 25 de fevereiro, que aprova o Estatuto das Instituições Particulares de Solidariedade Social;https://dre.pt/application/file/58894033;;
2014;Lei;2/2014;16 de janeiro;"Procede à reforma da tributação das sociedades, alterando o Có-
digo do Imposto sobre o Rendimento das Pessoas Coletivas,
aprovado pelo Decreto -Lei n.º 442 -B/88, de 30 de novembro, o
Decreto Regulamentar n.º 25/2009, de 14 de setembro, e o Có-
digo do Imposto sobre o Rendimento das Pessoas Singulares,
aprovado pelo Decreto -Lei n.º 442 -A/88, de 30 de novembro.";http://dre.pt/pdf1sdip/2014/01/01100/0025300346.pdf;;
2014;Lei;3/2014;28 de janeiro;Procede à segunda alteração à Lei n.º 102/2009, de 10 de setembro, que aprova o regime jurídico da promoção da segurança e saúde no trabalho, e à segunda alteração ao Decreto-Lei n.º 116/97, de 12 de maio, que transpõe para a ordem jurídica interna a Diretiva n.º 93/103/CE, do Conselho, de 23 de novembro, relativa às prescrições mínimas de segurança e de saúde no trabalho a bordo dos navios de pesca;https://dre.pt/application/file/571084;;
2014;Lei;5/2014;12 de fevereiro;Procede à primeira alteração ao Decreto-Lei n.º 260/2009, de 25 de setembro, simplificando o regime de acesso e exercício da atividade das agências privadas de colocação de candidatos a empregos;https://dre.pt/application/file/572514;;
2014;Lei;10/2014;6 de março;Aprova os Estatutos da Entidade Reguladora dos Serviços de Águas e Resíduos;https://dre.pt/application/file/572175;;
2014;Lei;19/2014;14 de abril;Define as bases da política de ambiente;https://dre.pt/application/file/25344136;;
2014;Lei;20/2014; 15 de abril;Procede à primeira alteração à Lei n.º 36/2003, de 22 de agosto, em cumprimento da Decisão n.º 2009/426/JAI, do Conselho, de 16 de dezembro de 2008, relativa ao reforço da EUROJUST e que altera a Decisão n.º 2002/187/JAI, relativa à criação da EUROJUST a fim de reforçar a luta contra as formas graves de criminalidade;https://dre.pt/application/file/25344117;;
2014;Lei;21/2014;16 de abril;Aprova a lei da investigação clínica;https://dre.pt/application/file/25344123;;
2014;Lei;25/2014;2 de maio;Procede à segunda alteração à Lei n.º 9/2009, de 4 de março, e transpõe parcialmente para a ordem jurídica interna a Diretiva n.º 2013/25/UE, do Conselho, de 13 de maio, que adapta determinadas diretivas no domínio do direito de estabelecimento e da livre prestação de serviços, devido à adesão da República da Croácia;https://dre.pt/application/file/25343862;;
2014;Lei;28/2014;19 de maio;Primeira alteração à Lei n.º 55/2012, de 6 de setembro, que estabelece os princípios de ação do Estado no quadro do fomento, desenvolvimento e proteção da arte do cinema e das atividades cinematográficas e audiovisuais, e ao Decreto-Lei n.º 9/2013, de 24 de janeiro, que regula a liquidação, a cobrança, o pagamento e a fiscalização das taxas previstas na Lei n.º 55/2012, de 6 de setembro;https://dre.pt/application/file/25343807;;
2014;Lei;30/2014;19 de maio;Modifica o valor dos descontos a efetuar para os subsistemas de proteção social no âmbito dos cuidados de saúde:Direção-Geral de Proteção Social aos Trabalhadores em Funções Públicas, dos serviços de assistência na doença da GNR e da PSP e da assistência na doença aos militares das Forças Armadas.;https://dre.pt/application/file/25343809;;
2014;Lei;31/2014;30 de maio;Lei de bases gerais da política pública de solos, de ordenamento do território e de urbanismo;http://dre.pt/pdf1sdip/2014/05/10400/0298803003.pdf;;
2014;Lei;32/2014;30 de maio;Aprova o procedimento extrajudicial pré-executivo;https://dre.pt/application/file/25346139;;
2014;Lei;34/2014;19 de junho;Segunda alteração à Lei n.º 54/2005, de 15 de novembro, que estabelece a titularidade dos recursos hídricos;https://dre.pt/application/file/25677101;;
2014;Lei;35/2014;20 de junho;Lei Geral do Trabalho em Funções Públicas;https://dre.pt/application/file/572251;;
2014;Lei;37/2014;26 de junho;Estabelece um sistema alternativo e voluntário de autenticação dos cidadãos nos portais e sítios na Internet da Administração Pública denominado Chave Móvel Digital;https://dre.pt/application/file/25345779;;
2014;Lei;41/2014;10 de julho;Oitava alteração à Lei n.º 91/2001, de 20 de agosto (lei de enquadramento orçamental);https://dre.pt/application/file/25346107;;
2014;Lei;42/2014;11 de julho;Autoriza o Governo a aprovar o novo Código do Procedimento Administrativo;https://dre.pt/application/file/25346099;;
2014;Lei;43/2014;11 de julho;Quarta alteração à Lei n.º 74/98, de 11 de novembro, sobre a publicação, a identificação e o formulário dos diplomas;https://dre.pt/application/file/25346100;;
2014;Lei;46/2014;28 de julho;Autoriza o Governo, no âmbito da transposição da Diretiva n.º 2013/36/UE, do Parlamento Europeu e do Conselho, de 26 de junho, a proceder à alteração ao Regime Geral das Instituições de Crédito e Sociedades Financeiras, aprovado pelo Decreto-Lei n.º 298/92, de 31 de dezembro, ao Código dos Valores Mobiliários, aprovado pelo Decreto-Lei n.º 486/99, de 13 de novembro, às Leis n.os 25/2008, de 5 de junho, e 28/2009, de 19 de junho, e aos Decretos-Leis n.os 260/94, de 22 de outubro, 72/95, de 15 de abril, 171/95, de 18 de julho, 211/98, de 16 de julho, 357-B/2007 e 357-C/2007, de 31 de outubro, 317/2009, de 30 de outubro, e 40/2014, de 18 de março;https://dre.pt/application/file/55021230;;
2014;Lei;47/2014;28 de julho;Procede à quarta alteração à Lei n.º 24/96, de 31 de julho, que estabelece o regime legal aplicável à defesa dos consumidores, e à primeira alteração ao Decreto-Lei n.º 24/2014, de 14 de fevereiro, transpondo parcialmente a Diretiva n.º 2011/83/UE do Parlamento Europeu e do Conselho, de 25 de outubro de 2011;https://dre.pt/application/file/55021231;;
2014;Lei;26/2014;5 de maio;Procede à primeira alteração à Lei n.º 27/2008, de 30 de junho, que estabelece as condições e procedimentos de concessão de asilo ou proteção subsidiária e os estatutos de requerente de asilo, de refugiado e de proteção subsidiária, transpondo as Diretivas n.os 2011/95/UE , do Parlamento Europeu e do Conselho, de 13 de dezembro, 2013/32/UE, do Parlamento Europeu e do Conselho, de 26 de junho, e 2013/33/UE, do Parlamento Europeu e do Conselho, de 26 de junho;https://dre.pt/application/file/25343866;;
2014;Lei;135/2014;8 de setembro;Estabelece o regime jurídico dos sistemas de segurança privada dos estabelecimentos de restauração e de bebidas que disponham de salas ou de espaços destinados a dança ou onde habitualmente se dance;https://dre.pt/application/file/56479928;;
2014;Lei;164/2014;11 de novembro;Aprova o Regulamento de Trabalhos Arqueológicos;https://dre.pt/application/file/58728832;;
2014;Lei;81/2014;19 de dezembro;Estabelece o novo regime do arrendamento apoiado para habitação e revoga a Lei n.º 21/2009, de 20 de maio, e os Decretos-Leis n.os 608/73, de 14 de novembro, e 166/93, de 7 de maio;https://dre.pt/application/file/65920537;;
2014;Lei;82/2014;30 de dezembro;Procede à trigésima quarta alteração ao Código Penal, aprovado pelo Decreto-Lei n.º 400/82, de 23 de setembro, e altera ainda o Código Civil, aprovado pelo Decreto-Lei n.º 47 344, de 25 de novembro de 1966;https://dre.pt/application/file/66005954;;
2014;Lei;82-B/2014;31 de dezembro;"Orçamento do Estado para 2015
";https://dre.pt/application/file/66015866;;
2014;Lei;82-D/2014;31 de dezembro;Códigos do IMI e do IMT - Procede à alteração das normas fiscais ambientais nos sectores da energia e emissões, transportes, água, resíduos, ordenamento do território, florestas e biodiversidade, introduzindo ainda um regime de tributação dos sacos de plástico e um regime de incentivo ao abate de veículos em fim de vida, no quadro de uma reforma da fiscalidade ambiental;https://dre.pt/application/file/66014833;;
2014;Lei;82-E/2014;31 de dezembro;Reforma da tributação das pessoas singulares, orientada para a família, para a simplificação e para a mobilidade social, altera o Código do Imposto sobre o Rendimento das Pessoas Singulares, o Código do Imposto do Selo, o Estatuto dos Benefícios Fiscais, a lei geral tributária, o Código de Procedimento e de Processo Tributário, o Regime Geral das Infrações Tributárias e o Decreto-Lei n.º 26/99, de 28 de janeiro, e revoga o Decreto-Lei n.º 42/91, de 22 de janeiro;https://dre.pt/application/file/66014834;;
2014;Lei orgânica;4/2014;13 de agosto;Quinta alteração à Lei n.º 30/84, de 5 de setembro, que aprova a Lei Quadro do Sistema de Informações da República Portuguesa - SIRP;https://dre.pt/application/file/56057675;;
2014;Lei Orgânica;6/2014;1 de setembro;Procede à primeira alteração à Lei Orgânica de Bases da Organização das Forças Armadas, aprovada pela Lei Orgânica n.º 1 -A/2009, de 7 de julho;https://dre.pt/application/file/56386176;;
2014;Circular DSAS DASCN;4/2014;16 de dezembro ;Regulamento das comparticipações familiares devidas pela utilização dos serviços e equipamentos sociais das Instituições Particulares de Solidariedade Social;http://www.seg-social.pt/documents/10152/9096175/COT%204%202014.pdf/c44472fc-427b-47fe-86b7-deb1e272f4b1;;
2014;Portaria;7/2014;13 de janeiro;Define as regras a que obedece o registo das Organizações Não Governamentais das Pessoas com Deficiência;https://dre.pt/application/file/605946;;
2014;Portaria;20-A/2014;30 de janeiro;Segunda alteração à Portaria n.º 204-B/2013, de 18 de junho que cria a medida Estágios Emprego;https://dre.pt/application/file/398447;;
2014;Portaria;20-B/2014;30 de janeiro;Quarta alteração à Portaria n.º 128/2009, de 30 de janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/398448;;
2014;Portaria;32-A/2014;7 de fevereiro;Define o regime aplicável ao serviço operacional das várias carreiras de bombeiro voluntário do quadro ativo e revoga a Portaria n.º 571/2008, de 3 de julho;https://dre.pt/application/file/660455;;
2014;Portaria;32-B/2014;7 de fevereiro;Primeira alteração ao Regulamento Disciplinar dos Bombeiros Voluntários, aprovado pela Portaria n.º 703/2008, de 30 de julho;https://dre.pt/application/file/660456;;
2014;Portaria;133/2014;20 de fevereiro;Alteração de Portaria de extensão de encargos - Autoridade Tributária e Aduaneira;https://dre.pt/application/file/1677063;;
